Fecha,C—digo,Descripci—n,Precio Unitario,Costo Unitario,Cantidad Vendida
2022-04,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-04,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-04,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,13
2022-04,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-04,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-05,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-05,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-05,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-05,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,12
2022-05,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-05,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-05,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-05,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-06,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-06,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-06,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-06,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,9
2022-06,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-06,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-06,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-06,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-07,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-07,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-07,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-07,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,9
2022-07,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-07,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-07,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,6
2022-07,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-07,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-08,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-08,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-08,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-08,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-08,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-08,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-08,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-08,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-09,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-09,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-09,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-09,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-09,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-09,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-09,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-09,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,12
2022-09,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-09,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-10,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-10,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-10,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-10,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-10,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-10,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,13
2022-10,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-10,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-10,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-11,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-11,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,6
2022-11,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-11,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,8
2022-11,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-11,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-11,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-11,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-12,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,9
2022-12,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-12,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-12,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-12,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-12,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-13,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-13,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-13,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-13,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-13,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-13,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-13,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,13
2022-14,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-14,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-14,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-14,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-14,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,12
2022-14,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-14,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-14,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,19
2022-15,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,14
2022-15,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-15,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-15,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-15,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-15,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-15,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-15,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,8
2022-16,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-16,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-16,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-16,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-16,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-16,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-16,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-16,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-16,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-17,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-17,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-17,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-17,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-17,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-17,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-17,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-17,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-17,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,8
2022-18,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-18,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-18,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,6
2022-18,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-18,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,10
2022-18,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-18,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,9
2022-18,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-19,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-19,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-19,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-19,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,6
2022-19,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,9
2022-19,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,9
2022-19,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-20,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-20,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-20,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-20,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,12
2022-20,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-20,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-21,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-21,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-21,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-21,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,14
2022-21,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-21,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-21,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-21,10096015,NESTLE CLASSIC MILK 80G,6.6,12.2,9
2022-22,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-22,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-22,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-22,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-22,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,10
2022-22,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-22,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-22,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-22,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-22,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-23,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-23,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-23,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-23,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-23,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-24,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-24,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-24,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-24,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-24,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-24,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-24,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-24,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-25,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-25,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-25,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-25,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,10
2022-25,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-25,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-25,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-26,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-26,10096015,NESTLE CLASSIC MILK 80G,14.2,12.2,2
2022-26,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-26,10096015,NESTLE CLASSIC MILK 80G,14.2,12.2,2
2022-26,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-26,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,11
2022-26,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-26,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-26,10096015,NESTLE CLASSIC MILK 80G,14.2,12.2,2
2022-27,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-27,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,4
2022-27,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,4
2022-27,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,8
2022-27,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,3
2022-27,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-27,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-27,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,2
2022-27,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-28,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-28,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,7
2022-28,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-28,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,9
2022-28,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,10
2022-28,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,2
2022-28,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,3
2022-28,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,2
2022-28,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,3
2022-29,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-29,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,4
2022-29,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,2
2022-29,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-29,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,3
2022-29,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,6
2022-29,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,5
2022-29,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,3
2022-29,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,7
2022-30,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,5
2022-30,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-30,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,5
2022-30,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,1
2022-30,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,2
2022-30,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,3
2022-30,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,4
2022-30,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,8
2022-30,10096015,NESTLE CLASSIC MILK 80G,12.5,12.2,11
2022-31,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-31,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-31,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-31,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-31,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-31,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-31,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-31,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-32,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-32,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-32,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-32,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-32,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-32,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-32,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-32,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-32,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-32,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-33,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-33,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-33,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-33,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,6
2022-33,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-33,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,13
2022-33,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-34,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-34,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,7
2022-34,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-34,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-34,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-34,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-34,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-34,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-35,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,9
2022-35,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-35,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-35,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-35,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-35,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-35,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-35,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-36,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-36,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-36,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-36,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-36,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-36,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-36,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-36,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-37,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,8
2022-37,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,2
2022-37,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,4
2022-37,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,1
2022-37,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-37,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,4
2022-37,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-37,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,5
2022-38,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,2
2022-38,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,4
2022-38,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,2
2022-38,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,2
2022-38,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,1
2022-38,10096015,NESTLE CLASSIC MILK 80G,11.65,12.2,2
2022-39,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,1
2022-39,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,7
2022-39,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,2
2022-39,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-39,10096015,NESTLE CLASSIC MILK 80G,14.5,12.2,1
2022-39,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-40,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-40,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,6
2022-40,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,6
2022-40,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-40,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-40,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-41,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-41,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-41,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-41,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-41,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-41,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-41,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-42,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-42,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-42,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-42,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-42,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-42,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-42,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-43,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-43,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-43,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-43,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-43,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-43,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-43,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-44,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-44,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-44,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,8
2022-44,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-44,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-44,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-45,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-45,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-45,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-45,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-46,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-46,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-46,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-46,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-46,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-46,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,5
2022-47,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-47,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-47,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-48,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-48,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,3
2022-48,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-48,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-49,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-49,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,6
2022-49,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-49,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-49,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-49,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-50,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
2022-50,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,6
2022-50,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,1
2022-50,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,4
2022-51,10096015,NESTLE CLASSIC MILK 80G,15.9,12.2,2
